meeting_hours_per_week,meeting_counts_per_week,messages_sent_per_day,messages_received_per_day,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,task_comment_sentiment_mean,logged_hours_per_week,variance_in_work_hours,late_start_count_per_month,early_exit_count_per_month,absenteeism_rate,avg_break_length_minutes,performance_score,burnout_risk_score
6.1,13,84,116,14.8,0.14,0.154,0.72,21.5,22,20,0.91,7.0,0.09,0.03,40.7,1.18,1,2,0.037,70.9,0.75,0.3
10.1,10,112,131,10.2,0.59,0.12,0.85,16.2,27,26,0.97,5.2,0.0,-0.3,43.4,1.83,1,0,0.063,32.5,0.72,0.51
9.2,14,56,90,8.1,0.12,0.11,0.62,11.7,29,22,0.76,2.8,0.29,-0.5,44.2,1.28,1,0,0.044,69.8,0.67,0.53
10.7,8,106,100,9.4,0.34,0.133,1.05,6.9,21,20,0.95,5.7,0.02,0.3,38.9,1.58,3,1,0.034,52.4,0.77,0.36
9.9,12,69,127,12.4,0.08,0.107,0.6,13.0,31,31,0.98,6.6,0.04,0.23,41.3,2.06,2,2,0.042,48.0,0.78,0.32
11.1,13,123,148,12.2,0.67,0.025,0.83,11.7,34,28,0.81,1.6,0.25,-0.03,41.4,1.8,2,0,0.039,53.1,0.65,0.38
6.4,10,70,121,9.6,0.29,0.032,0.6,11.5,26,19,0.73,8.8,0.25,-0.32,45.8,0.86,0,0,0.075,67.9,0.57,0.38
12.0,9,58,97,15.5,0.11,0.37,0.6,11.0,26,25,0.95,4.7,0.0,0.33,40.1,1.72,2,0,0.025,30.0,0.8,0.4
8.6,9,97,141,14.9,0.08,0.017,0.68,5.0,23,21,0.91,8.6,0.07,-0.08,40.0,2.02,5,1,0.003,50.4,0.78,0.35
14.2,11,69,34,12.1,0.52,0.05,1.4,18.3,18,14,0.76,6.0,0.25,0.24,37.9,1.21,1,1,0.053,47.2,0.67,0.35
5.9,11,58,57,10.3,0.21,0.284,1.0,11.7,25,21,0.83,6.9,0.22,-0.34,38.4,0.71,2,2,0.048,47.8,0.64,0.44
13.2,17,68,120,13.3,0.03,0.095,0.6,5.0,27,24,0.87,3.9,0.1,-0.16,36.6,1.28,5,0,0.073,59.1,0.74,0.49
8.6,12,78,100,11.6,0.27,0.288,0.77,14.4,21,16,0.75,5.0,0.3,-0.25,39.2,1.59,6,1,0.009,35.8,0.62,0.52
6.0,11,113,118,15.3,0.81,0.165,0.95,7.7,27,25,0.91,7.9,0.02,0.33,48.4,1.8,0,0,0.042,30.0,0.79,0.31
6.5,14,31,101,14.5,0.22,0.066,0.6,14.8,21,19,0.91,5.6,0.1,-0.01,44.8,1.24,0,1,0.012,30.0,0.75,0.34
7.0,19,80,117,4.9,0.78,0.094,0.68,16.4,28,27,0.97,2.7,0.02,0.09,47.1,0.48,5,0,0.036,31.4,0.76,0.3
9.3,10,95,75,4.6,0.64,0.016,1.25,17.1,30,26,0.87,6.3,0.2,-0.21,38.2,0.86,1,3,0.064,55.3,0.7,0.38
9.6,9,84,117,6.5,0.42,0.138,0.71,11.2,26,23,0.87,7.2,0.05,0.13,35.0,1.68,3,1,0.069,52.6,0.78,0.3
6.3,15,112,129,14.9,0.17,0.155,0.86,9.9,25,22,0.89,10.1,0.14,-0.06,43.3,2.5,1,1,0.067,58.2,0.69,0.27
7.9,11,78,136,2.1,0.43,0.207,0.6,8.9,19,15,0.78,9.5,0.21,-0.34,49.4,1.49,3,0,0.044,38.1,0.65,0.47
14.4,13,75,160,12.0,0.27,0.172,0.6,8.4,22,20,0.93,5.8,0.15,-0.01,40.1,2.16,4,0,0.051,38.8,0.73,0.48
13.2,15,94,107,11.8,0.35,0.174,0.87,11.9,22,20,0.9,4.4,0.06,0.09,42.4,0.97,3,1,0.044,69.8,0.72,0.5
9.3,17,82,108,15.8,0.17,0.072,0.75,11.0,27,26,0.95,5.3,0.07,0.74,35.7,1.18,3,0,0.045,60.3,0.86,0.16
8.1,19,70,54,10.9,0.2,0.047,1.27,7.9,25,23,0.93,4.4,0.03,-0.11,42.1,0.33,3,0,0.071,56.3,0.76,0.51
8.4,10,92,84,3.3,0.41,0.43,1.08,6.3,25,22,0.89,7.5,0.12,-0.27,41.5,1.68,2,0,0.017,30.0,0.69,0.49
9.8,11,63,94,5.2,0.37,0.082,0.66,11.5,23,17,0.75,9.1,0.23,-0.05,35.0,1.05,1,1,0.035,74.4,0.71,0.37
4.9,11,64,131,4.1,0.04,0.049,0.6,9.8,26,25,0.98,9.7,0.0,-0.2,37.9,1.8,6,3,0.049,43.6,0.81,0.28
7.2,9,66,81,7.3,0.5,0.255,0.8,6.3,20,16,0.81,4.8,0.09,-0.31,37.5,1.25,4,0,0.061,47.6,0.65,0.47
3.0,10,113,123,9.1,0.28,0.024,0.91,16.2,23,23,0.99,4.5,0.03,-0.36,35.7,2.51,4,1,0.061,51.7,0.74,0.27
9.2,8,20,99,4.2,0.16,0.332,0.6,20.9,26,21,0.82,4.7,0.13,-0.26,39.1,2.4,3,2,0.009,47.5,0.61,0.44
9.9,11,89,94,17.4,0.56,0.125,0.94,16.8,23,17,0.74,1.0,0.2,-0.33,44.0,0.35,1,1,0.018,42.4,0.67,0.39
6.6,8,80,107,3.4,0.27,0.139,0.74,8.4,27,26,0.97,2.4,0.0,-0.28,39.5,1.8,2,0,0.073,47.2,0.73,0.42
12.7,14,37,88,16.7,0.27,0.003,0.6,11.7,27,25,0.94,5.9,0.01,0.02,46.6,1.13,4,0,0.029,54.5,0.75,0.47
4.3,14,87,87,15.9,0.45,0.014,0.99,19.7,28,26,0.94,7.1,0.09,-0.7,40.5,1.82,2,2,0.0,57.7,0.67,0.41
3.6,12,91,48,14.5,0.25,0.126,1.4,6.1,18,13,0.73,7.5,0.3,-0.05,43.3,0.83,2,1,0.016,63.3,0.61,0.28
8.7,14,94,92,6.5,0.05,0.114,1.01,15.9,17,16,0.96,3.7,0.07,-0.14,44.0,2.22,1,4,0.078,30.0,0.79,0.39
11.1,12,20,85,11.7,0.15,0.125,0.6,5.0,25,22,0.88,4.5,0.07,-0.09,48.1,2.02,2,0,0.025,36.8,0.74,0.51
13.1,14,114,84,3.6,0.54,0.241,1.34,20.4,40,34,0.84,5.2,0.17,0.11,39.1,0.79,3,1,0.049,57.8,0.65,0.46
6.6,11,61,112,14.6,0.11,0.32,0.6,9.8,33,32,0.97,4.9,0.0,0.21,43.8,1.41,3,1,0.058,30.0,0.72,0.42
11.2,14,97,119,9.6,0.41,0.058,0.81,23.1,30,27,0.9,8.1,0.15,-0.24,38.2,1.58,0,2,0.052,47.4,0.71,0.44
7.9,16,98,106,8.0,0.38,0.025,0.92,20.6,16,12,0.74,2.1,0.28,-0.05,48.9,1.86,2,1,0.03,33.2,0.62,0.36
7.5,11,58,129,3.9,0.43,0.079,0.6,11.5,33,28,0.86,2.6,0.11,0.45,37.8,1.49,1,0,0.034,53.3,0.75,0.25
10.7,9,96,117,1.0,0.3,0.042,0.81,8.4,18,16,0.89,5.1,0.16,-0.36,43.5,1.89,2,0,0.067,32.3,0.73,0.54
10.0,13,70,91,4.8,0.14,0.161,0.76,13.0,30,29,0.97,1.9,0.06,0.27,48.2,1.46,0,0,0.053,39.6,0.81,0.45
3.3,10,28,86,15.6,0.25,0.084,0.6,11.1,22,17,0.78,1.0,0.15,-0.38,37.2,1.81,3,0,0.002,40.6,0.6,0.31
12.4,16,109,109,8.0,0.25,0.195,0.99,10.0,23,22,0.94,1.5,0.0,0.45,44.4,0.82,1,3,0.016,48.7,0.77,0.38
12.1,8,60,117,9.2,0.61,0.07,0.6,5.0,23,22,0.94,5.3,0.0,-0.11,38.0,1.49,1,2,0.023,59.4,0.76,0.38
6.1,10,58,141,13.3,0.48,0.234,0.6,9.4,29,21,0.74,7.9,0.3,-0.43,50.0,2.08,6,3,0.029,60.5,0.63,0.51
9.2,12,69,135,19.0,0.15,0.033,0.6,6.4,26,18,0.71,8.0,0.24,0.2,35.0,2.21,3,1,0.046,48.1,0.64,0.2
9.5,8,86,83,16.6,0.46,0.225,1.02,14.8,28,24,0.87,10.8,0.22,0.1,35.9,1.59,1,1,0.029,30.0,0.72,0.47
8.8,19,78,96,5.1,0.08,0.18,0.8,17.0,27,25,0.94,6.3,0.01,-0.11,37.5,1.45,3,1,0.066,83.7,0.72,0.44
6.3,12,93,120,1.0,0.35,0.247,0.77,15.7,27,23,0.87,6.7,0.07,0.06,37.6,2.18,0,0,0.038,43.7,0.77,0.3
6.0,7,46,132,21.8,0.33,0.054,0.6,13.7,27,25,0.94,5.2,0.1,-0.21,44.1,1.45,3,2,0.04,49.1,0.75,0.42
7.9,10,61,128,21.3,0.17,0.136,0.6,7.7,19,17,0.89,5.4,0.16,-0.54,49.2,2.07,1,4,0.034,48.6,0.66,0.53
11.5,5,77,98,10.9,0.08,0.285,0.78,13.0,28,25,0.9,12.2,0.13,0.02,46.6,1.45,2,1,0.025,50.3,0.67,0.52
9.6,15,127,62,3.6,0.15,0.012,1.4,16.0,24,17,0.71,6.8,0.3,-0.31,42.9,1.52,2,2,0.058,32.3,0.58,0.42
6.9,12,77,70,14.8,0.15,0.071,1.08,9.1,25,18,0.73,7.0,0.23,-0.42,42.0,0.95,5,3,0.018,51.6,0.54,0.44
10.3,11,107,108,9.5,0.15,0.051,0.98,12.6,23,21,0.92,2.6,0.12,0.37,39.6,0.88,2,0,0.055,72.3,0.78,0.24
2.0,15,80,110,9.4,0.44,0.1,0.72,11.3,22,20,0.93,7.2,0.08,-0.26,43.6,1.99,3,0,0.042,30.0,0.74,0.3
11.4,11,67,67,14.5,0.04,0.148,0.99,20.3,24,21,0.86,8.0,0.12,0.02,41.2,2.36,2,1,0.008,45.5,0.74,0.4
2.8,12,73,101,11.7,0.55,0.186,0.72,16.3,24,21,0.88,9.3,0.13,0.3,42.8,1.55,2,0,0.001,30.0,0.73,0.21
6.9,10,75,118,4.1,0.14,0.007,0.63,15.0,27,24,0.88,7.9,0.17,-0.15,39.0,1.42,4,0,0.014,59.8,0.76,0.29
4.6,12,95,65,8.4,0.38,0.147,1.4,5.0,21,15,0.73,5.6,0.29,-0.41,37.2,2.01,5,1,0.061,62.1,0.64,0.34
4.1,8,114,133,13.3,0.44,0.013,0.85,12.9,17,15,0.9,5.5,0.0,0.19,42.1,1.67,1,0,0.031,43.1,0.75,0.28
11.5,10,88,88,12.6,0.54,0.374,0.99,11.2,25,21,0.84,5.8,0.2,0.04,42.0,0.3,2,1,0.064,45.9,0.71,0.43
6.6,5,109,137,11.3,0.45,0.357,0.79,11.2,21,18,0.88,6.3,0.16,0.2,39.6,2.0,1,0,0.04,31.8,0.72,0.38
9.0,6,55,83,14.7,0.2,0.087,0.65,5.0,29,25,0.87,9.8,0.11,0.55,38.9,0.83,3,0,0.003,30.0,0.77,0.2
7.9,11,69,69,8.2,0.17,0.026,0.99,6.6,31,29,0.93,9.2,0.08,-0.11,44.2,1.49,1,1,0.068,40.9,0.77,0.43
9.4,9,61,86,10.9,0.46,0.084,0.7,11.7,15,12,0.8,8.3,0.21,-0.05,43.8,1.28,1,1,0.075,41.8,0.63,0.42
8.2,6,87,97,1.0,0.5,0.024,0.89,17.6,22,18,0.81,12.1,0.09,-0.37,49.5,1.18,3,3,0.006,45.6,0.63,0.37
4.2,10,71,88,7.8,0.32,0.139,0.8,9.0,30,25,0.82,1.0,0.16,0.14,47.5,1.52,0,2,0.017,30.0,0.7,0.3
11.0,18,98,93,13.8,0.14,0.125,1.04,10.0,32,30,0.93,4.6,0.05,0.1,37.2,1.95,1,1,0.057,30.0,0.75,0.35
6.5,6,56,110,8.0,0.28,0.199,0.6,20.9,22,18,0.83,6.0,0.16,-0.12,41.2,1.52,1,1,0.08,30.0,0.62,0.39
3.3,21,81,94,7.7,0.4,0.038,0.85,10.5,26,20,0.75,4.0,0.22,-0.31,36.5,2.2,3,2,0.07,46.2,0.65,0.22
6.7,11,97,98,4.8,0.12,0.072,0.98,11.4,24,24,0.99,3.2,0.04,-0.04,35.0,2.27,2,1,0.008,53.8,0.76,0.37
12.5,10,28,48,15.0,0.38,0.069,0.6,11.4,22,19,0.85,1.0,0.11,0.06,50.0,2.26,1,0,0.049,30.0,0.68,0.36
10.6,12,133,111,12.7,0.21,0.066,1.19,5.3,26,19,0.73,5.1,0.3,-0.49,47.9,1.47,1,1,0.053,40.9,0.62,0.48
7.0,16,72,97,14.1,0.19,0.14,0.73,14.9,23,21,0.9,8.7,0.13,-0.12,39.5,1.26,2,1,0.05,36.3,0.7,0.31
7.0,13,29,148,1.4,0.31,0.199,0.6,8.7,29,27,0.92,8.3,0.15,-0.04,47.0,1.48,0,0,0.045,75.5,0.75,0.41
7.0,12,83,71,9.2,0.54,0.174,1.15,11.8,23,20,0.85,3.7,0.24,-0.6,47.6,2.06,4,1,0.023,39.2,0.65,0.48
14.2,13,80,45,8.6,0.45,0.201,1.4,14.2,25,22,0.89,6.7,0.19,-0.41,35.0,2.03,3,0,0.053,38.6,0.66,0.56
9.1,15,77,118,8.6,0.4,0.183,0.65,21.7,13,10,0.75,10.1,0.19,-0.29,45.4,0.2,1,2,0.058,32.8,0.66,0.44
9.3,11,104,110,6.9,0.83,0.083,0.94,5.4,34,28,0.81,1.4,0.21,0.36,40.0,1.65,1,0,0.046,30.0,0.73,0.23
11.1,11,98,69,8.3,0.54,0.345,1.4,16.3,21,16,0.75,5.5,0.22,-0.36,43.5,0.32,1,3,0.04,54.7,0.6,0.56
8.7,12,87,54,14.2,0.31,0.178,1.4,16.3,29,24,0.82,6.9,0.3,-0.22,50.0,1.49,1,1,0.018,41.0,0.67,0.41
7.2,13,91,146,1.0,0.26,0.017,0.62,8.8,36,31,0.87,6.0,0.16,-0.37,48.3,1.24,3,3,0.044,39.2,0.7,0.33
7.4,16,77,142,18.9,0.48,0.26,0.6,15.0,33,27,0.83,8.6,0.24,-0.37,41.5,1.08,2,0,0.01,47.7,0.61,0.5
7.8,9,124,30,12.4,0.4,0.024,1.4,20.2,23,20,0.88,1.5,0.14,-0.48,47.7,1.92,2,0,0.006,30.0,0.76,0.39
7.9,9,43,86,9.8,0.11,0.033,0.6,8.2,18,15,0.85,3.0,0.02,0.28,35.0,1.18,1,1,0.062,71.6,0.75,0.32
10.2,14,83,149,14.5,0.2,0.263,0.6,13.2,34,27,0.8,8.0,0.17,-0.46,44.0,1.5,1,2,0.054,30.0,0.62,0.62
8.2,13,81,85,2.7,0.11,0.101,0.94,14.0,34,25,0.74,1.0,0.22,0.15,44.1,1.03,2,1,0.052,71.6,0.62,0.38
10.2,7,100,85,6.7,0.14,0.041,1.16,14.7,24,19,0.78,8.4,0.2,0.04,44.8,1.54,1,1,0.074,44.8,0.68,0.33
7.8,17,58,91,9.4,0.2,0.05,0.63,15.8,21,16,0.76,7.3,0.26,-0.18,40.0,1.98,1,2,0.03,39.2,0.65,0.47
8.2,14,36,66,16.8,0.27,0.229,0.6,12.8,17,16,0.91,8.2,0.11,0.27,43.5,1.06,1,0,0.032,55.1,0.72,0.24
2.0,6,83,48,9.8,0.22,0.055,1.4,14.6,29,27,0.95,4.6,0.0,1.0,45.4,1.82,4,1,0.033,39.8,0.84,0.0
10.7,11,87,131,12.3,0.21,0.064,0.66,7.4,22,20,0.92,7.5,0.07,0.17,35.0,1.53,1,2,0.037,59.0,0.74,0.38
9.0,20,117,44,7.1,0.38,0.419,1.4,12.8,27,24,0.89,2.5,0.08,-0.32,40.7,1.52,1,1,0.041,49.6,0.66,0.57
11.0,10,48,107,12.4,0.3,0.142,0.6,9.6,20,16,0.79,4.8,0.28,0.27,38.4,1.32,3,3,0.062,55.7,0.7,0.33
2.0,10,108,126,18.4,0.58,0.037,0.85,5.9,24,22,0.91,6.1,0.12,0.04,44.6,1.89,2,3,0.017,60.6,0.74,0.18
14.3,14,139,56,15.0,0.45,0.307,1.4,9.5,27,24,0.88,3.3,0.11,0.62,47.5,1.84,3,1,0.035,42.4,0.78,0.43
7.6,15,70,72,9.6,0.39,0.148,0.96,13.3,29,21,0.71,6.7,0.3,-0.35,39.6,1.43,2,0,0.04,59.5,0.62,0.42
11.3,10,47,136,13.4,0.5,0.276,0.6,14.2,26,25,0.97,2.6,0.0,0.48,37.6,1.6,3,1,0.014,52.8,0.82,0.34
4.9,12,69,115,12.9,0.14,0.11,0.6,5.7,34,25,0.72,6.8,0.3,-0.2,42.5,1.87,3,1,0.056,65.0,0.63,0.42
9.8,8,80,81,12.5,0.43,0.157,0.98,7.3,24,20,0.85,11.2,0.13,0.77,37.4,1.77,2,0,0.005,39.5,0.8,0.21
4.8,11,94,136,15.6,0.19,0.285,0.69,15.6,24,20,0.85,2.2,0.11,-0.09,41.1,1.35,4,0,0.047,65.5,0.69,0.44
6.1,14,65,136,15.5,0.56,0.242,0.6,14.5,25,24,0.95,5.9,0.11,0.89,40.7,2.08,3,0,0.016,33.4,0.83,0.2
13.7,13,118,108,9.4,0.35,0.176,1.08,16.4,32,31,0.97,1.1,0.04,0.19,44.3,1.93,3,2,0.001,30.0,0.77,0.52
7.4,14,52,72,13.2,0.2,0.065,0.71,18.8,18,18,0.98,3.5,0.0,0.35,43.3,2.56,2,1,0.025,30.0,0.81,0.2
8.7,13,36,87,8.1,0.61,0.121,0.6,14.7,19,17,0.87,8.1,0.1,0.51,42.6,0.72,2,0,0.034,40.0,0.79,0.33
10.6,9,107,108,5.4,0.43,0.168,0.98,9.9,17,15,0.9,4.7,0.11,-0.25,48.5,1.85,1,0,0.065,48.9,0.71,0.56
9.5,12,23,94,8.7,0.26,0.052,0.6,12.6,22,16,0.73,8.2,0.29,0.1,43.1,2.08,4,3,0.033,45.2,0.68,0.32
8.5,6,74,128,9.6,0.69,0.074,0.6,20.3,21,18,0.85,7.1,0.16,-0.14,40.3,2.0,2,1,0.073,56.8,0.67,0.42
9.1,10,150,54,1.7,0.65,0.209,1.4,25.8,24,23,0.97,5.8,0.0,0.15,40.8,1.37,1,1,0.067,30.0,0.76,0.3
15.0,12,79,55,14.3,0.29,0.17,1.4,14.3,20,17,0.84,2.9,0.11,0.01,38.9,0.82,2,0,0.015,70.9,0.7,0.48
7.8,10,51,105,1.0,0.05,0.093,0.6,14.7,26,19,0.72,8.1,0.24,0.03,37.9,2.27,3,0,0.012,65.2,0.64,0.39
8.6,9,78,85,23.6,0.26,0.049,0.91,15.6,24,18,0.76,6.9,0.23,0.03,36.4,1.26,0,1,0.02,59.0,0.7,0.32
11.2,14,78,81,17.5,0.44,0.308,0.95,12.1,21,17,0.83,1.4,0.17,-0.24,46.5,1.35,2,4,0.029,64.0,0.6,0.54
11.3,11,84,46,8.7,0.24,0.188,1.4,17.8,19,15,0.77,3.1,0.22,-0.08,39.1,2.53,4,0,0.047,30.0,0.71,0.53
11.6,15,96,100,10.0,0.13,0.054,0.95,17.0,19,16,0.82,1.0,0.18,-0.78,43.3,0.86,2,0,0.01,55.5,0.69,0.48
9.9,5,54,98,11.5,0.34,0.417,0.6,13.8,32,26,0.8,1.9,0.29,0.1,40.8,1.91,0,1,0.043,56.1,0.65,0.46
4.6,9,122,119,7.1,0.21,0.207,1.02,10.4,28,22,0.8,5.1,0.25,0.36,41.9,1.12,3,0,0.046,59.5,0.71,0.25
12.9,16,86,102,11.0,0.48,0.052,0.83,5.0,31,23,0.73,2.8,0.3,-0.14,46.6,1.11,4,2,0.053,57.7,0.66,0.45
4.6,14,98,96,9.3,0.07,0.081,1.01,15.7,31,30,0.96,3.5,0.06,-0.44,42.7,1.58,0,2,0.044,51.7,0.7,0.44
8.9,10,64,135,9.5,0.6,0.059,0.6,13.1,23,21,0.91,10.2,0.1,0.23,38.3,1.84,1,0,0.066,51.1,0.77,0.26
5.7,15,112,60,10.9,0.51,0.136,1.4,8.3,36,32,0.89,9.1,0.13,-0.26,39.7,1.98,2,0,0.051,62.9,0.73,0.32
7.8,16,73,116,3.4,0.08,0.05,0.62,6.4,29,26,0.88,3.9,0.13,0.03,45.4,2.04,3,0,0.074,35.6,0.67,0.22
9.0,11,86,49,10.2,0.15,0.134,1.4,15.3,23,19,0.82,8.4,0.22,0.08,43.9,1.15,1,0,0.056,50.5,0.65,0.43
9.0,9,56,74,10.8,0.27,0.185,0.75,5.0,26,25,0.95,9.6,0.0,0.26,45.7,0.93,2,0,0.035,36.7,0.8,0.35
9.3,8,55,63,10.6,0.59,0.035,0.86,13.5,25,24,0.98,7.9,0.06,0.37,41.0,1.33,1,3,0.017,42.7,0.81,0.27
12.8,13,97,123,8.9,0.19,0.099,0.78,16.2,25,18,0.7,6.9,0.3,-0.16,36.4,1.67,5,0,0.001,30.0,0.61,0.45
9.4,12,68,98,15.7,0.27,0.084,0.69,14.7,24,17,0.72,9.3,0.19,-0.03,44.0,1.4,2,1,0.007,31.9,0.65,0.45
7.3,13,58,99,8.2,0.48,0.114,0.6,10.0,27,24,0.9,8.3,0.1,0.22,43.0,0.0,5,2,0.015,38.5,0.72,0.39
10.9,12,63,66,11.1,0.34,0.045,0.94,5.8,30,23,0.77,2.4,0.16,-0.09,43.1,0.59,2,0,0.017,38.7,0.66,0.33
11.6,9,97,91,16.5,0.29,0.218,1.05,14.9,26,25,0.97,5.4,0.0,-0.11,36.5,1.38,0,1,0.059,40.0,0.71,0.44
4.3,10,64,77,9.6,0.15,0.279,0.82,18.0,19,17,0.9,4.3,0.09,0.14,39.4,1.93,2,1,0.031,30.0,0.77,0.24
9.8,12,77,111,11.1,0.45,0.14,0.69,9.1,29,24,0.81,9.5,0.11,-0.35,38.2,1.05,2,0,0.026,40.0,0.66,0.45
10.1,9,80,70,9.5,0.6,0.106,1.13,14.5,22,18,0.82,4.3,0.17,-0.1,43.6,1.87,1,0,0.004,61.3,0.69,0.42
7.1,7,32,139,16.2,0.46,0.053,0.6,19.9,14,13,0.91,3.7,0.1,-0.41,43.7,0.75,4,1,0.043,40.5,0.72,0.33
12.1,15,43,49,8.7,0.3,0.06,0.86,13.7,29,22,0.74,9.1,0.3,-0.36,41.8,1.63,0,1,0.049,64.5,0.7,0.52
7.5,7,88,75,16.4,0.39,0.09,1.16,10.0,18,17,0.97,6.8,0.01,-0.07,45.9,1.63,0,1,0.07,63.5,0.72,0.35
8.4,16,61,150,9.5,0.25,0.07,0.6,17.2,26,18,0.7,12.3,0.3,-0.5,48.0,1.73,2,1,0.04,36.2,0.53,0.52
7.5,13,106,86,5.7,0.44,0.222,1.22,8.3,21,21,0.99,3.4,0.0,0.43,43.4,1.0,1,1,0.001,53.5,0.82,0.31
8.0,12,104,60,13.4,0.4,0.025,1.4,5.5,25,19,0.75,4.4,0.23,0.18,44.7,0.73,2,2,0.005,30.0,0.64,0.23
4.7,13,97,106,8.5,0.38,0.334,0.91,16.1,17,16,0.92,9.4,0.0,0.49,39.8,1.86,1,2,0.022,30.0,0.77,0.29
3.7,11,125,85,13.1,0.25,0.029,1.4,10.0,29,21,0.71,2.2,0.28,-0.24,39.1,0.74,1,2,0.011,46.7,0.65,0.22
12.8,12,77,74,1.0,0.31,0.053,1.03,10.4,17,14,0.83,10.0,0.21,-0.24,46.0,1.11,1,1,0.062,52.6,0.72,0.44
5.5,14,96,67,10.0,0.2,0.01,1.4,8.9,26,23,0.89,2.4,0.06,0.28,38.5,2.2,2,0,0.009,69.2,0.73,0.2
5.0,8,65,180,7.7,0.37,0.154,0.6,9.6,27,19,0.72,7.8,0.27,-0.13,44.8,1.58,1,3,0.013,42.6,0.6,0.34
2.0,8,141,92,4.7,0.27,0.028,1.4,19.0,25,21,0.83,1.0,0.16,-0.03,48.9,1.68,1,2,0.053,47.6,0.71,0.16
6.1,12,129,42,7.2,0.24,0.125,1.4,20.3,25,20,0.79,6.1,0.26,-0.93,44.6,1.81,4,1,0.019,46.5,0.6,0.52
4.0,7,80,144,7.1,0.84,0.011,0.6,21.0,21,18,0.85,1.9,0.15,0.17,41.7,1.79,1,1,0.078,71.9,0.75,0.21
12.9,13,89,118,9.8,0.05,0.055,0.75,17.5,23,20,0.85,11.8,0.16,0.12,36.6,1.49,1,1,0.069,65.1,0.76,0.39
11.0,7,113,77,3.2,0.4,0.044,1.4,14.3,23,22,0.94,2.8,0.06,0.03,42.7,1.05,0,2,0.06,50.8,0.78,0.31
5.9,9,76,72,11.6,0.09,0.094,1.04,5.0,31,23,0.74,3.5,0.24,0.11,46.0,2.84,3,0,0.027,56.9,0.66,0.32
14.8,9,63,120,16.8,0.3,0.03,0.6,11.1,14,10,0.72,7.6,0.22,0.06,41.3,1.35,1,0,0.005,50.2,0.7,0.49
10.9,19,101,92,11.4,0.47,0.068,1.09,22.8,40,33,0.82,4.2,0.17,-0.27,46.1,1.67,3,1,0.027,61.1,0.67,0.41
7.0,7,81,42,14.0,0.15,0.113,1.4,9.8,16,15,0.97,8.1,0.05,-0.02,43.5,1.72,4,0,0.03,57.9,0.77,0.3
2.0,9,84,153,15.5,0.07,0.048,0.6,19.6,21,20,0.96,3.9,0.05,-0.25,43.2,1.23,4,1,0.01,40.5,0.73,0.32
14.9,9,59,86,16.2,0.41,0.144,0.68,12.3,31,27,0.87,3.6,0.21,0.33,40.7,1.29,5,0,0.01,46.5,0.75,0.52
3.8,18,37,144,19.4,0.17,0.128,0.6,5.0,28,27,0.97,5.9,0.08,0.31,36.2,2.24,3,1,0.053,47.4,0.74,0.19
3.1,14,85,138,7.5,0.13,0.147,0.61,15.2,25,24,0.94,2.3,0.12,-0.26,40.3,1.13,1,0,0.019,47.3,0.75,0.3
11.1,24,102,69,6.4,0.25,0.091,1.4,18.3,29,23,0.78,7.2,0.12,0.17,40.3,1.71,1,1,0.054,37.4,0.67,0.39
15.0,14,74,130,13.9,0.7,0.138,0.6,11.8,24,18,0.75,8.6,0.3,-0.12,44.3,1.95,0,0,0.044,50.1,0.61,0.61
12.2,18,115,80,13.5,0.25,0.184,1.4,18.2,31,25,0.79,7.7,0.22,-0.33,41.9,1.39,4,2,0.072,37.4,0.56,0.49
9.7,12,62,43,13.9,0.21,0.041,1.4,5.0,19,15,0.77,7.9,0.25,-0.12,46.3,1.45,2,3,0.064,36.2,0.63,0.39
9.8,11,53,87,19.4,0.24,0.096,0.6,5.1,22,20,0.89,1.0,0.16,0.2,43.1,1.98,2,0,0.012,43.2,0.72,0.33
10.6,18,78,111,10.1,0.12,0.056,0.7,13.0,34,30,0.88,4.6,0.13,0.26,40.0,1.43,3,1,0.049,49.0,0.75,0.27
10.3,10,77,86,12.1,0.25,0.017,0.89,14.4,31,27,0.88,5.3,0.07,0.73,38.7,0.46,0,2,0.052,63.4,0.77,0.26
8.8,10,99,90,5.1,0.59,0.012,1.09,18.8,27,20,0.76,10.4,0.3,-0.17,39.6,2.25,2,1,0.069,55.7,0.63,0.39
8.3,10,60,134,20.7,0.14,0.125,0.6,15.2,25,23,0.94,4.3,0.02,0.0,42.6,1.01,1,0,0.051,61.7,0.73,0.27
7.8,14,114,103,8.3,0.15,0.154,1.1,6.0,15,12,0.83,1.0,0.12,0.15,40.5,1.61,1,1,0.011,71.6,0.66,0.33
5.7,9,129,74,8.5,0.16,0.165,1.4,13.1,21,18,0.84,3.0,0.15,-0.1,37.7,0.84,4,0,0.021,36.2,0.7,0.42
7.2,7,79,121,8.3,0.11,0.111,0.65,15.0,24,24,1.0,4.0,0.0,-0.08,46.0,1.24,1,2,0.051,55.7,0.76,0.39
2.9,11,111,105,6.8,0.54,0.125,1.05,5.0,16,13,0.78,1.0,0.22,-0.39,42.6,1.28,2,1,0.073,56.3,0.63,0.43
7.7,6,53,30,6.4,0.49,0.085,1.4,11.8,28,23,0.82,8.9,0.18,-1.0,43.1,1.59,3,1,0.071,48.8,0.61,0.52
